id,Title,Content,Excerpt,PostType,ImageURL,LocatorGender,LocatorType,_telephone,_address,LocatorCities,State,_zip,LocatorCountries,_email,_website,,
13043,"Law Office of Wolfgang Kovach, Inc.",Areas of Practice,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/bgNew-1024x576-1-e1631738816996.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"28202 Cabot Road. Suite 300, Laguna Niguel, California, USA 92677					
			
						1101 California Avenue, Suite 100, Corona, California, USA 92881",California,California,92677,United States of America,wolfgang@maucrsa-cannabis-attorney.com,,,
13045,Aaron Pelley,"Our team is experienced, connected, and influential in the cannabis industry. We not only produce unparalleled professional results for clients, but our strategic legal counsel also lead the way in helping develop new laws and policies applicable to marijuana businesses. We are well known in the legal community, connecting with influential industry leaders through a variety of professional associations and teaching Continuing Legal Education seminars, educating other attorneys about the important nuances in practicing in this unique and burgeoning marijuana industry in California.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Aaron-Pelley-Photo.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"700 Flower Street, Suite 1000, Los Angeles, California, USA 90071",California,California,90071,United States of America,aaron@cultivalaw.com,,,
13047,Michael E. Cindrich,"The Law Offices of Michael E. Cindrich in San Diego, California, has earned a reputation for providing trustworthy advice and effective representation in a wide variety of legal matters.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/michael-cindrich-lawyer-canorml-logo.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (619) 262-2500,"750 B Street, Suite 3300, San Diego, California, USA 92101",California,California,92101,United States of America,,,,
13049,Rational Unicorn Legal Services,"Small business services, including:

•	Business Formation

•	Partnership Agreements

•	State and Federal Trademarks

•	Management Agreements

•	Purchase Agreements

•	Client Service Agreements

•	Commercial Lease Review and Negotiation

•	Review of Sale Agreement and Invoicing

•	Licensing and White Label Agreements",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/rational-unicorn-legal-services.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 971-770-1714,"Davis, California, USA 95618",California,California,95618,United States of America,elena@rationalunicorn.com,,,
13051,Law Offices of Randy Sue Pollock,Randy Sue Pollock is an experienced trial attorney specializing in criminal defense and complex white-collar cases in both federal and state court. She has over 100 jury trials to her credit and has experience defending many types of charges. Ms. Pollock began practicing law over 30 years ago after graduating cum laude from U.C. Berkeley and earning a J.D. from Hastings College of law. She served as an Assistant Federal Public Defender in the Central District of California (Los Angeles).,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/randy-sue-pollock-profile-canorml-attorney-e1631311218202.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1(510) 763-9967,"286 Santa Clara Avenue, Oakland, California, USA 92611",California,California,92611,United States of America,rsp@rspollocklaw.com,,,
13053,Matthew Shapiro,"OUR PHILOSOPHY

As the cannabis industry matures, the ever-changing regulatory landscape presents no shortage of potential opportunities and pitfalls.  Local and state licensing requirements are complex and cryptic as the various levels of government work together towards functional legalization within the confines of a system that is simply not designed to facilitate the end of prohibition.  The knowledge, experience, and expertise offered at the Law Offices of Matthew W. Shapiro APC is paramount in navigating the challenging conditions in this budding industry.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Matthew-Shapiro-e1631827199773.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (858) 859-2420,"401 West A Street, Suite 1100, San Diego, California, USA 92101",California,California,92101,United States of America,mshapirolegal@gmail.com,,,
13055,"Allison Margolin, Attorney at Law, Lobbyist","State federal criminal defense, civil litigation, civil rights, licensing state compliance, corporate compliance, admin hearings and licensing violations, avail to lobby for cannabis and drug decriminalization",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/allison-margolin-1-scaled-e1631311362905.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 323-653-9700,"418 S Swall Dr, Beverly Hills, California, USA 90211",California,California,90211,United States of America,allison@margolinlawrence.com,,,
13057,Chris Andrian,45 years experience defending cannabis cases,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Andrian-Gallenson-and-Gaskell.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (707) 527-9381,"1100 Mendocino Avenue, Santa Rosa, California, USA 95401",California,California,95401,United States of America,,,,
13059,Selna Partners LLP,"We assist cannabis clients of all types and experience across California to navigate the state’s evolving cannabis laws, including advising cultivators, manufacturers, distributors, and retailers. We are located in Oakland, but work with clients as far north as Humboldt, the Central Valley to the east, and Santa Barbara and Los Angeles in Southern California. More recently, we have advised clients in the newly-legalized hemp industry.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Picture1.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 510.336.8974,"70 Washington Street, Suite 303, Oakland, California, USA 94607					
			
						California, USA 93013",California,California,94607,United States of America,info@selnapartners.com,,,
13061,"Nicole Howell, Clark Howell LLP",,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Clark_Howell_canorml-photo2-scaled-e1631738094803.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 877-257-2442,"201 Spear Street, Suite 1100, San Francisco, California, USA 91405					
			
						980 9th Street, 16th Floor, Sacramento, California, USA 95814",California,California,91405,United States of America,admin@clarkhowell.com,,,
13063,"Pamela N. Epstein, Esq., LL.M",,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Pamela-Epstein-e1631827671843.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (520) 904-1482,"30540 Union City Blvd. Union City, CA 94587",California,California,94587,United States of America,Pamela@edenenterprises.com,,,
13065,"Vikas Bajaj, APC","After being charged with a crime, all that matters is hiring an experienced criminal lawyer to protect your freedom. Attorney Vikas Bajaj is widely considered to be one of the best criminal defense attorneys in San Diego and is regularly featured in local and national news.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Vikas-Bajaj-e1631827458375.png,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (619) 525-7005+1 ,"1230 Columbia Street, Suite 565, San Diego, California, USA 92101",California,California,92101,United States of America,info@bajajlaw.com,,,
13067,William G. Panzer,"William Panzer has been practicing criminal defense law, specifically cannabis defense law, for over 25 years in the Oakland area.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/William-Panzer.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (510) 834-1892,"370 Grand Avenue, Suite 3, Oakland, California, USA 94610",California,California,94610,United States of America,wgpanzer@earthlink.net,,,
13069,Chernis Law Group P.C.,"Specializing in all cannabis-related legal defense (both criminal and administrative); permit applications from both local municipalities and the State, including SOP’s; entity formation and corporate governance matters; transactions and contracts between or on behalf of cannabis businesses; and regulatory compliance issues, such as packaging content and procedural manuals",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/michael-chernis-canorml-photo-e1631738702927.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (310) 566-4388,"2425 Olympic Boulevard, Suite 4000 West, Santa Monica, California, USA 90404",California,California,90404,United States of America,Michael@chernislaw.com,,,
13071,Law Office Of Jeffrey Kaloustian,"The Law Office of Jeffrey Kaloustian is a premier law firm that consistently delivers outstanding results. If your case is one where trial is the best choice, Mr. Kaloustian is an exceptional courtroom attorney. If negotiation is the best option for your case, he is a skilled negotiator. He is proud of his record of consistently satisfied clients.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/jeffrey-kaloustian-logo-scaled-1.jpeg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (510) 338-3497,"226 Mill Street, Grass Valley, California, USA 95945					
			
						2831 Telegraph Avenue, Oakland, California, USA 94609",California,California,95945,United States of America,,,,
13073,"Ariel Clark, Clark Howell LLP","Business and corporate counseling, mmj compliance; Habla espanol",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Clark_Howell_canorml-photo1-scaled-e1631310822521.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 877-257-2442,"2425 Olympic Blvd, Suite 4000W, Santa Monica, California, USA 90404					
			
						303 Potrero Street, Suite 45-102, Santa Cruz, California, USA 95060",California,California,90404,United States of America,admin@clarkhowell.com,,,
13075,Law Office of Robert Boyd,"Lifetime member of NORML Legal Committee. Over twenty years experience as a prosecutor and defense attorney. Serving clients in Lake and Mendocino Counties and beyond. My office is located in beautiful downtown Ukiah California. Experienced, ethical and damn good at my job.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/office-2019-scaled-e1631312030127.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (707) 468-0500,"308 South School Street, Ukiah, California, USA 95482",California,California,95482,United States of America,mendocinolaw@comcast.net,,,
13077,"Michel & Associates, P.C.","Michel & Associates is premier boutique law firm specializing in employment law, municipal law, civil litigation, and criminal defense. California’s employment laws in particular are confusing and employee claims against cannabis businesses are more and more common as plaintiff lawyers target the industry. We help our clients develop best management labor law compliance practices to prevent claims from employees and defend cannabis businesses against employee claims and lawsuits when filed. Be proactive! Get compliance advise before you get sued so you don’t have to defend your corporate practices in court or before a regulatory agency. Our attorneys have the skills and experience to help your business navigate these layers of bureaucracy so you can focus on what you do best.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/Michel-canorml-logo-scaled-1.gif,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (562) 216-4444,"180 East Ocean Boulevard, Suite 200, Long Beach, California, USA 90802",California,California,90802,United States of America,helpdesk@michellawyers.com,,,
13079,Robert Raich,"We help our clients with:

    Compliance with cannabis-related state law and regulations.

    Compliance with cannabis-related local ordinances.

    Preparing cannabis-related applications for filing with state and local regulators.

    Business transactions

    Structuring business entities

    Creating business entities

    Lobbying with political officials and administrative personnel

    Licensing and permitting",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2022/01/canorml-robert-raich-photo-e1631312064638.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 510-338-0700,"1970 Broadway #1200, Oakland, California, USA 94612",California,California,94612,United States of America,robert@robertraich.com,,,
